artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,Hit
Drake,Find Your Love,0.0246,0.623,208947,0.598,0,0.0324,-5.914,0.167,96.081,0.822,1
Drake,Headlines,0.365,0.636,235987,0.566,0.000353,0.0917,-7.16,0.106,151.894,0.425,1
Drake,Started From the Bottom,0.0328,0.794,174133,0.522,0,0.156,-7.829,0.159,86.318,0.567,1
Drake,The Motto,0.000107,0.766,181573,0.442,6.12E-05,0.111,-8.558,0.356,201.8,0.39,1
Drake,Diplomatic Immunity,0.00531,0.654,255867,0.839,0,0.308,-5.076,0.443,74.886,0.549,0
Dreamers Delight,Star Dwellers,0.00641,0.482,187013,0.599,0.135,0.0912,-5.35,0.0349,77.08,0.133,0
DREAMS COME TRUE,"Ureshii! Tanoshii! Daisuki! - ""Everlasting"" Version",0.0516,0.61,260827,0.724,0,0.0528,-10.896,0.044,113.29,0.734,0
Dua Lipa,Tears Dry On Their Own - Acoustic,0.0513,0.704,196632,0.588,0,0.105,-8.13,0.0467,125.965,0.708,0
Duran Duran,Medazzaland - Live,0.0529,0.491,227520,0.928,0.0749,0.706,-6.73,0.0713,118.966,0.537,0
Dustin O'Halloran,Layers Expanding Time,0.932,0.115,331133,0.109,0.868,0.104,-20.272,0.0436,69.615,0.0295,0
E-40,U And Dat (feat. T. Pain & Kandi Girl),0.0241,0.858,202720,0.484,1.80E-06,0.123,-7.448,0.277,99.992,0.329,1
Eagles,Nightingale - Eagles 2013 Remaster,0.633,0.647,245599,0.625,0.00636,0.276,-9.347,0.0288,135.046,0.679,0
Eagles Of Death Metal,God Of Thunder,0.000237,0.518,181040,0.893,0.0373,0.116,-5.222,0.0369,136.003,0.807,0
Earl Hooker,Wah Wah Blues,0.581,0.528,276333,0.319,0.03,0.229,-14.18,0.0368,102.585,0.427,0
Echosmith,Cool Kids,0.0372,0.719,237627,0.671,8.21E-06,0.12,-6.279,0.0336,130.027,0.786,1
Ed Sheeran,The A Team,0.669,0.642,258373,0.289,0,0.18,-9.918,0.0367,84.996,0.407,1
Eddie Murphy,Cumin' Hard,0.956,0.633,351973,0.794,2.21E-06,0.833,-9.696,0.947,81.851,0.284,0
Eddie Murphy,The Pope and Ronald Reagan,0.788,0.469,278733,0.389,0,0.707,-22.224,0.932,85.841,0.283,0
Edvard Grieg,Morning Mood,0.953,0.162,280080,0.0518,0.843,0.149,-19.834,0.0405,107.657,0.0376,0
Edward Elgar,"Variations on an Original Theme, Op. 36 'Enigma': Variation II. Allegro ""H.D.S-P.""",0.924,0.524,45240,0.21,0.978,0.383,-29.787,0.0466,114.764,0.377,0
Edward Maya,Stereo Love - Radio Edit,0.0399,0.775,185120,0.726,0.0235,0.11,-5.629,0.0369,126.999,0.206,1
EGOIST,The Everlasting Guilty Crown - Nightcore Mix,0.00141,0.455,297333,0.855,0.0375,0.244,-7.057,0.0586,93.99,0.233,0
Ekali,Crystal Eyes,0.0337,0.276,145642,0.506,0.0117,0.0962,-6.077,0.0426,81.139,0.054,0
El Alfa,Teniendo Sex,0.0604,0.726,185169,0.525,4.40E-06,0.108,-10.071,0.0431,140.042,0.373,0
El Alfa,Rita Escapo,0.0758,0.809,159040,0.982,0,0.134,-4.728,0.0895,125.072,0.833,0
El Fantasma,Dolor y Amor,0.237,0.656,159614,0.38,0.000456,0.102,-5.757,0.0503,137.001,0.935,0
Elevation Worship,Grace So Glorious (Reprise),0.203,0.377,159453,0.448,0,0.13,-9.245,0.0711,130.556,0.387,0
Elevation Worship,Great In Us - Live,0.00248,0.577,401253,0.779,0,0.823,-7.129,0.0383,122.989,0.213,0
ELHAE,Doesn't Matter (feat. Kehlani),0.237,0.758,178853,0.534,0,0.119,-10.324,0.211,110.069,0.704,0
Eli Young Band,Even If It Breaks Your Heart,0.000159,0.667,220520,0.527,0.0117,0.0969,-4.6,0.0277,104.032,0.664,1
Elle King,Ex's & Oh's,0.0183,0.612,202173,0.921,0,0.0576,-2.879,0.0848,139.986,0.453,1
Ellie Goulding,Lights - Single Version,0.0283,0.683,211800,0.789,0.0492,0.112,-6.132,0.0353,120.013,0.809,1
Ellie Goulding,Love Me Like You Do,0.27,0.489,253520,0.597,0,0.105,-6.633,0.0292,95.012,0.324,1
Emeli Sandé,"Next To Me - Live From Spotify NYC, USA/2012",0.8,0.477,220792,0.397,0,0.104,-7.939,0.0734,92.407,0.294,1
Eminem,Cleanin' Out My Closet,0.0835,0.911,297933,0.743,0,0.106,-5.005,0.219,148.012,0.878,1
Eminem,Crack A Bottle,0.0887,0.674,297520,0.879,0,0.11,-2.573,0.174,84.08,0.403,1
Eminem,Just Lose It,0.0705,0.949,248680,0.646,1.14E-05,0.213,-3.728,0.0484,121.007,0.927,1
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",0.00704,0.698,326467,0.732,0.000647,0.359,-4.522,0.266,171.431,0.0689,1
Eminem,Love The Way You Lie,0.241,0.749,263373,0.925,0,0.52,-5.034,0.227,86.989,0.641,1
Eminem,Not Afraid,0.529,0.855,248133,0.954,0,0.205,-1.19,0.264,114.635,0.668,1
Eminem,Shake That,0.0556,0.962,274440,0.64,1.97E-05,0.158,-5.987,0.12,106.995,0.533,1
Eminem,Sing For The Moment,0.00196,0.664,339667,0.81,1.62E-06,0.0559,-4.295,0.0983,164.052,0.162,1
Eminem,The Monster,0.0525,0.781,250189,0.853,0,0.12,-3.68,0.0715,110.049,0.624,1
Eminem,The Real Slim Shady,0.0339,0.95,284200,0.665,0,0.0453,-4.286,0.061,104.504,0.76,1
Eminem,Lucky You (feat. Joyner Lucas),0.0627,0.876,244679,0.786,0,0.127,-4.884,0.306,153.068,0.575,0
Eminem,FACK,0.00629,0.84,205760,0.615,0.122,0.103,-7.164,0.0733,124.214,0.346,0
Emmanuel Moire,ça Me Fait Du Bien,0.67,0.51,213893,0.402,1.94E-06,0.356,-8.697,0.0286,139.997,0.392,0
Emmanuel Moire,Sans dire un mot,0.199,0.543,214040,0.541,0,0.116,-7.846,0.029,76.016,0.341,0
Engelbert Humperdinck,"Humperdinck : Hänsel und Gretel : Act 3 ""Mir ist so wohl, ich weiss nicht wie!"" [Gretel, Hänsel]",0.969,0.28,132507,0.0279,0.00036,0.163,-28.875,0.0439,115.716,0.145,0
Ennio Morricone,"Nella Fantasia - from the film ""The Mission""",0.862,0.202,273653,0.489,0.0116,0.112,-6.814,0.034,111.092,0.0623,0
Enrique Iglesias,Bailando - Spanish Version,0.0426,0.723,243413,0.777,3.68E-06,0.0451,-3.503,0.108,91.017,0.961,1
Enrique Iglesias,Be With You,0.0315,0.696,220160,0.872,0.000769,0.0411,-5.417,0.0328,122.009,0.55,1
Enrique Iglesias,Tonight (I'm Fuckin' You),0.0283,0.674,231653,0.87,6.30E-06,0.145,-4.688,0.0452,125.943,0.26,1
Eraldo Bernocchi,Entangled,0.772,0.331,258907,0.327,0.819,0.123,-19.723,0.03,93.103,0.0926,0
Eric Church,Springsteen,0.1,0.692,263387,0.809,9.77E-05,0.185,-5.935,0.0255,104.023,0.927,1
Eric Church,Higher Wire,0.943,0.566,163467,0.439,2.68E-06,0.095,-7.379,0.0437,74.31,0.327,0
Eric Church,Those I've Loved,0.203,0.498,303733,0.507,7.75E-05,0.111,-5.743,0.0314,76.102,0.289,0
Erik Satie,Six Gnossiennes: No. 1,0.995,0.367,201600,0.00271,0.912,0.0816,-35.563,0.0429,135.16,0.0681,0
Erykah Badu,Bag Lady,0.365,0.724,348893,0.416,0,0.0969,-8.964,0.0841,151.181,0.578,1
Erykah Badu,Love Of My Life Worldwide,0.0749,0.783,326227,0.705,0,0.101,-6.743,0.299,98.132,0.588,1
Euroz,T.F.T.T.I.,0.0194,0.404,232000,0.388,0,0.118,-8.768,0.0387,119.73,0.075,0
Eurythmics,Sweet Dreams (Are Made of This) - Remastered,0.227,0.692,216933,0.711,0,0.12,-7.498,0.0317,125.135,0.875,0
Evan And Jaron,Crazy for This Girl,0.000487,0.457,202027,0.926,5.69E-05,0.0949,-5.461,0.038,93.964,0.41,1
Evanescence,Bring Me To Life,0.00895,0.316,235893,0.945,1.85E-06,0.396,-3.169,0.124,189.931,0.32,1
Evanescence,Call Me When You're Sober,0.00193,0.45,214707,0.883,0,0.293,-4.094,0.0524,93.41,0.328,1
Eve,Gangsta Lovin',0.0783,0.728,239267,0.826,0,0.101,-3.763,0.0604,94.36,0.834,1
Eve,Let Me Blow Ya Mind,0.243,0.909,229933,0.539,0,0.0674,-4.278,0.116,90.038,0.869,1
Eve 6,Here's to the Night,0.0405,0.583,249840,0.652,0.000378,0.0781,-6.255,0.0244,97.469,0.352,1
Everclear,Wonderful,0.0118,0.514,280813,0.817,8.25E-06,0.346,-6.489,0.05,186.765,0.734,1
EXILE,Ki・mi・ni・mu・chu,0.0794,0.641,261013,0.828,0,0.697,-4.762,0.0413,75.983,0.977,0
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),0.231,0.646,223973,0.6,0,0.0794,-6.569,0.458,192.082,0.811,1
Fabolous,Into You (feat. Tamia) - Main Mix,0.233,0.546,295773,0.538,0,0.118,-7.886,0.0523,182.12,0.58,1
Fabolous,Make Me Better,0.291,0.605,253573,0.614,0,0.209,-6.745,0.0967,86.491,0.573,1
Fabolous,Throw It In The Bag,0.165,0.852,231573,0.559,0,0.0761,-7.441,0.0376,86.018,0.673,1
Face To Face,I Won't Lie Down,0.0113,0.466,197787,0.978,0.00466,0.361,-3.42,0.0612,135.022,0.5,0
Faith Hill,Breathe - Remastered Version,0.122,0.506,247067,0.563,0,0.302,-6.881,0.0284,137.177,0.246,1
Faith Hill,Mississippi Girl - Remastered Version,0.115,0.484,232373,0.767,0,0.054,-4.232,0.0453,83.43,0.679,1
Faith Hill,The Way You Love Me,0.127,0.627,186067,0.716,0,0.0344,-7.175,0.0352,101.99,0.734,1
Faith Hill,There You'll Be - Remastered Version,0.496,0.325,220840,0.532,0,0.134,-7.208,0.0308,129.021,0.162,1
Falcons,Boo You Know,0.128,0.431,203900,0.686,0,0.0756,-5.965,0.24,83.012,0.16,0
Fall Out Boy,Centuries,0.004,0.385,228360,0.866,0,0.111,-2.817,0.0697,176.014,0.551,1
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),0.0271,0.558,186827,0.924,3.32E-06,0.537,-4.341,0.064,151.99,0.567,1
Fall Out Boy,"Sugar, We're Goin Down",0.00898,0.499,229093,0.824,0,0.163,-4.741,0.0794,161.977,0.699,1
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",0.000623,0.601,212040,0.888,0,0.0475,-4.018,0.0396,100.033,0.4,1
Fall Out Boy,Thnks fr th Mmrs,0.00539,0.459,203507,0.884,0,0.107,-5.005,0.0644,154.868,0.615,1
Fall Out Boy,Uma Thurman,0.119,0.623,211573,0.956,0.000227,0.617,-2.608,0.0753,149.958,0.739,1
Falling In Reverse,Fashionably Late,0.00777,0.675,213371,0.97,0,0.331,-2.164,0.0613,106.973,0.568,0
Fanny Lu,Romper el Hielo - Versión Salsa,0.521,0.777,205947,0.857,0,0.111,-2.8,0.068,100.054,0.894,0
Fantan Mojah,Rasta Got Soul,0.2,0.872,265083,0.688,0,0.385,-4.024,0.123,96.989,0.885,0
Fantasia,Truth Is,0.309,0.707,236747,0.451,0,0.0524,-10.38,0.0761,73.209,0.616,1
Far East Movement,Like A G6,0.00676,0.435,216893,0.837,0,0.117,-8.126,0.449,124.913,0.778,1
Far East Movement,Rocketeer,0.181,0.664,211253,0.845,0,0.267,-6.115,0.0461,96.005,0.357,1
Farruko,Sunset (feat. Shaggy & Nicky Jam),0.118,0.699,238080,0.882,0,0.406,-2.89,0.0389,91.995,0.625,0
Fat Freddy's Drop,Clean The House,0.0638,0.794,254112,0.632,0.457,0.136,-6.305,0.0346,81.004,0.228,0
Fat Joe,Make It Rain,0.0106,0.744,247413,0.697,0,0.0842,-5.063,0.197,149.28,0.767,1
Fat Joe,What's Luv? (feat. Ashanti),0.0142,0.829,230400,0.688,2.05E-06,0.0461,-7.652,0.0978,93.857,0.869,1
Fazıl Say,"Say: Troy Sonata, Op. 78: III. Heroes of Troy",0.991,0.356,164800,0.351,0.871,0.0955,-17.689,0.0275,110.197,0.33,0
Fela Kuti,No Agreement,0.163,0.767,931600,0.834,0.148,0.238,-5.406,0.107,99.239,0.841,0
Felicity Lott,"Allerseelen No. 8, Op. 10",0.99,0.355,211693,0.0643,7.99E-05,0.117,-21.049,0.0522,34.308,0.0367,0
Felix Jaehn,Ain't Nobody (Loves Me Better),0.665,0.773,186147,0.566,0.00032,0.07,-7.022,0.0325,117.963,0.464,0
Fergie,Big Girls Don't Cry (Personal),0.239,0.712,268120,0.647,0,0.0955,-4.277,0.0336,113.116,0.292,1
Fergie,Fergalicious,0.0568,0.904,292373,0.598,0,0.111,-7.651,0.337,129.055,0.785,1
Fergie,Glamorous,0.32,0.81,246573,0.748,0,0.0951,-6.464,0.211,130.983,0.669,1
Fetty Wap,My Way (feat. Monty),0.00419,0.748,213053,0.741,0,0.147,-3.103,0.0531,128.077,0.537,1
Fetty Wap,Trap Queen,0.0244,0.746,222093,0.873,0,0.354,-3.803,0.128,148.075,0.817,1
FEVER 333,OUT OF CONTROL/3,0.00627,0.344,429360,0.963,0,0.145,-3.875,0.383,139.963,0.192,0
Fifth Harmony,Make You Mad,0.163,0.785,174507,0.701,0,0.0835,-4.587,0.0935,100.947,0.601,0
Filter,Take a Picture,0.00151,0.541,363800,0.775,0.000222,0.178,-8.041,0.0297,98.992,0.271,1
Finger Eleven,One Thing,0.476,0.593,279573,0.554,0,0.0804,-9.286,0.0336,151.953,0.489,1
Finger Eleven,Paralyzer,0.169,0.645,208107,0.941,0,0.251,-3.425,0.0448,106.015,0.881,1
Five Finger Death Punch,Fire in the Hole,3.13E-05,0.538,176544,0.994,0.00129,0.322,-3.603,0.0938,108.02,0.279,0
Five For Fighting,Superman (It's Not Easy),0.0733,0.382,221693,0.416,0,0.0719,-9.303,0.0302,102.089,0.125,1
Flo Rida,Club Can't Handle Me (feat. David Guetta),0.0283,0.616,234560,0.869,0,0.064,-3.911,0.0327,127.966,0.473,1
Flo Rida,GDFR (feat. Sage The Gemini & Lookas),0.000704,0.657,190186,0.827,0.00534,0.065,-4.036,0.0734,145.889,0.69,1
Flo Rida,I Cry,0.00616,0.693,223800,0.822,1.79E-06,0.315,-5.441,0.0439,126.035,0.763,1
Flo Rida,In the Ayer (feat. will.I.am),0.00456,0.83,220507,0.746,0,0.26,-6.286,0.0579,125.992,0.646,1
Flo Rida,Low (feat. T-Pain),0.0928,0.918,231400,0.609,0,0.139,-5.64,0.0791,128.008,0.304,1
Flo Rida,Right Round,0.009,0.72,204640,0.672,0,0.232,-6.852,0.0551,124.986,0.705,1
Flo Rida,Sugar (feat. Wynter),0.0371,0.738,252933,0.868,0,0.294,-4.15,0.0348,130.003,0.199,1
Flo Rida,Whistle,0.0208,0.747,224653,0.937,0,0.29,-5.746,0.0453,103.976,0.739,1
Flo Rida,Wild Ones (feat. Sia),0.0991,0.608,232947,0.86,0,0.262,-5.324,0.0554,127.075,0.437,1
Florida Georgia Line,Cruise - Remix,0.0156,0.525,208787,0.915,0,0.66,-4.351,0.0789,149.042,0.623,1
Florida Georgia Line,Dirt - Acoustic Remix,0.134,0.648,228227,0.861,0,0.173,-4.771,0.0297,122.018,0.653,1
Florida Georgia Line,Get Your Shine On,0.00286,0.497,222013,0.927,1.26E-06,0.413,-4.52,0.0371,96.991,0.607,1
Florida Georgia Line,This Is How We Roll - Remix,0.00738,0.593,206960,0.733,0,0.211,-4.141,0.0302,132.081,0.574,1
Florida Georgia Line,Speed Of Love,0.0414,0.325,153160,0.872,0,0.478,-2.535,0.101,199.842,0.744,0
Flughand,Mebude,0.969,0.555,115000,0.159,0.711,0.0958,-13.533,0.294,84.266,0.771,0
Foo Fighters,Best of You,0.000769,0.366,255627,0.94,9.42E-05,0.188,-5.119,0.0696,130.198,0.369,1
for KING & COUNTRY,Busted Heart (Hold On To Me),0.045,0.514,198787,0.54,0.0194,0.0878,-6.819,0.0263,101.061,0.309,0
Forest,De Pana,0.139,0.846,181960,0.751,8.09E-05,0.351,-6.63,0.0496,115.048,0.778,0
Foster The People,Pumped Up Kicks,0.145,0.733,239600,0.71,0.115,0.0956,-5.849,0.0292,127.975,0.965,1
Francis Poulenc,"Improvisations, FP 63: No. 1 in B Minor",0.994,0.5,126493,0.0142,0.937,0.112,-26.079,0.047,125.839,0.179,0
"Franco ""El Gorilla""",Ámame (Remix) [feat. Tico El Inmigrante],0.184,0.772,220800,0.688,0,0.66,-5.578,0.0871,94,0.706,0
Frank Churchill,Just Like A Doll's House,0.952,0.394,165867,0.175,0.255,0.674,-15.478,0.0493,102.1,0.377,0
Frank Churchill,Pleasant Dreams,0.788,0.215,149093,0.153,0.976,0.0917,-18.912,0.0374,89.836,0.193,0
Frankie Cosmos,Leonie,0.398,0.472,146662,0.457,0.000305,0.105,-7.787,0.0332,123.786,0.321,0
Frankie J,Don't Wanna Try,0.444,0.655,245293,0.433,0,0.221,-7.577,0.0348,130.127,0.199,1
Frankie J,Obsesion (No Es Amor) (feat. Baby Bash) - Featuring Baby Bash,0.0939,0.649,225627,0.503,0,0.303,-8.321,0.047,75.037,0.538,1
Franz Lehár,"The Merry Widow: Act III, ""Bei jedem Walzerschritt""",0.969,0.321,118040,0.126,0.0216,0.669,-17.592,0.042,87.451,0.143,0
Freddie King,Ain't No Sunshine,0.758,0.576,200200,0.363,0.000147,0.0837,-14.487,0.0512,135.513,0.452,0
Frédéric Chopin,"Mazurkas, Op. 56: No. 2 in C Major",0.996,0.376,89173,0.0755,0.895,0.108,-21.782,0.0348,88.666,0.432,0
Frédéric Chopin,"Mazurkas, Op. 63: No. 3 in C-Sharp Minor",0.994,0.31,101987,0.114,0.938,0.112,-21.739,0.0355,101.827,0.379,0
Frédéric Chopin,"Tarantelle in A Flat Major, Op. 43",0.99,0.344,166547,0.218,0.852,0.0983,-19.848,0.0363,111.676,0.461,0
Frédéric Chopin,"Three Ecossaises Op.Post 72, No.3 - 1, 2 + 3: No.3 In D Flat Major",0.971,0.384,44507,0.0644,0.873,0.113,-26.027,0.0453,108.087,0.961,0
Frédéric Chopin,"Nocturne in C-Sharp Minor, Op. 27, No. 1",0.99,0.367,278493,0.0273,0.906,0.206,-22.794,0.0361,110.032,0.0474,0
Free,Be My Friend,0.388,0.443,346373,0.515,0.00118,0.15,-11.449,0.0338,133.995,0.497,0
Freedom Fry,Shaky Ground,0.54,0.721,192893,0.507,3.94E-06,0.114,-7.439,0.028,116.05,0.43,0
Fruit Bats,You're Too Weird,0.0421,0.682,226120,0.837,0.313,0.322,-7.902,0.0374,79.598,0.886,0
Fuego,Reconoce,0.494,0.902,138040,0.526,0.00406,0.0997,-5.374,0.127,98.974,0.422,0
Fuel,Hemorrhage (In My Hands),0.000142,0.315,237347,0.829,0.00077,0.217,-4.117,0.0422,152.135,0.34,1
fun.,We Are Young (feat. Janelle Monáe),0.02,0.378,250627,0.638,7.66E-05,0.0849,-5.576,0.075,184.086,0.735,1
Funky DL,I Used To... - Instrumental,0.00966,0.779,183498,0.566,0.877,0.0893,-8.35,0.0999,95.193,0.631,0
Future,31 DAYS,0.267,0.875,240682,0.644,0,0.125,-6.554,0.222,139.086,0.788,0
G. Love & Special Sauce,I-76,0.138,0.643,225640,0.713,0,0.565,-6.716,0.215,103.942,0.492,0
G. Love & Special Sauce,Missing My Baby,0.108,0.701,272627,0.673,0.354,0.0769,-6.859,0.0707,86.046,0.737,0
G. Love & Special Sauce,Who's Got The Weed,0.322,0.749,345560,0.769,7.36E-06,0.344,-9.822,0.258,80.276,0.897,0
Gábor Szabó,Ferris Wheel,0.706,0.444,326040,0.305,0.897,0.112,-14.263,0.0356,119.574,0.406,0
Gaetano Donizetti,"L'elisir d'amore / Act 2: ""Una tenera occhiatina""",0.908,0.402,150493,0.235,0.000117,0.104,-18.837,0.275,61.504,0.301,0
Gaetano Donizetti,"Don Pasquale / Act 1: ""Bella siccome un angelo""",0.986,0.267,176000,0.26,0.108,0.104,-18.137,0.0796,66.384,0.189,0
GALNERYUS,HUNTING FOR YOUR DREAM (TVサイズ),0.0165,0.386,80960,0.928,0,0.333,-3.774,0.0741,176.004,0.922,0
Gary Allan,You Without Me,0.144,0.286,234707,0.585,0.000101,0.124,-8.038,0.0303,139.344,0.231,0
Gary Clark Jr.,Did Dat - Bonus Track,0.29,0.664,402107,0.723,3.38E-06,0.577,-6.74,0.0375,84.885,0.69,0
Gary Clark Jr.,The Healing,0.0248,0.562,288707,0.691,0.000214,0.276,-7.507,0.0399,87.99,0.306,0
Gavin DeGraw,I Don't Want to Be,0.00791,0.423,217760,0.862,0,0.133,-5.13,0.0695,154.746,0.462,1
Gavin DeGraw,Not Over You,0.255,0.63,218520,0.894,0,0.181,-4.592,0.0544,142.051,0.364,1
Geoff Zanelli,My Name Is Barbossa,0.825,0.0967,333547,0.33,0.878,0.0784,-10.535,0.035,88.631,0.0441,0
George Bruns,"What's All The Hurry / A Perfect Situation / Stir Things Up - From ""101 Dalmatians""/Score Version",0.97,0.396,198667,0.166,0.0562,0.0857,-12.566,0.0408,142.453,0.209,0
George Carlin,Golf Courses for the Homeless,0.923,0.576,673507,0.662,0,0.985,-15.456,0.928,125.119,0.527,0
George Carlin,Parents in Hell,0.815,0.698,68987,0.915,0,0.291,-10.339,0.939,58.619,0.115,0
George Ezra,Budapest,0.0846,0.717,200733,0.455,0,0.11,-8.303,0.0276,127.81,0.389,1
George Frideric Handel,"Rinaldo, HWV 7a, Act II (Ed. G. Sechi): Ho due compagni al cor [Live]",0.984,0.489,166613,0.195,3.79E-05,0.129,-16.304,0.0845,121.207,0.564,0
George Lopez,Grandma,0.875,0.391,408000,0.964,6.71E-05,0.95,-7.495,0.952,89.218,0.0894,0
George Strait,Living And Living Well,0.418,0.612,218293,0.678,0.0038,0.112,-6.683,0.0306,120.932,0.564,1
George Strait,Rockin' In The Arms Of Your Memory,0.813,0.315,256827,0.44,0.000594,0.0936,-8.221,0.03,206.436,0.153,0
Georges Bizet,L’Arlésienne Suite No. 2: III. Minuet,0.937,0.206,262347,0.00733,0.0283,0.108,-32.828,0.0578,78.608,0.211,0
Georges Bizet,"L'Arlesienne Suite No. 1, WD 40: I. Prelude",0.976,0.258,413280,0.115,0.856,0.09,-16.312,0.0392,114.968,0.0483,0
Georges Bizet,"Carmen / Act 1: ""Près des remparts de Séville""",0.981,0.465,156253,0.365,0.000355,0.686,-20.552,0.577,74.898,0.373,0
Georges Bizet,Bizet: Carmen: Je vais danser en votre honneur - Act Two,0.987,0.35,341800,0.253,0.0637,0.359,-19.797,0.0798,101.506,0.251,0
Georges Bizet,"Symphony in C Major, GB 115: II. Adagio",0.964,0.24,560253,0.0113,0.757,0.0739,-31.014,0.0451,117.271,0.0452,0
Getter,Grain,0.00914,0.68,149804,0.707,0.00638,0.097,-5.133,0.127,159.941,0.228,0
Giacomo Puccini,"La Bohème / Act 4: ""Che ha detto il medico?"" - Live",0.921,0.288,181387,0.032,0.00238,0.0956,-20.969,0.0432,74.772,0.0346,0
Giacomo Puccini,E lucevan le stelle from Tosca - Vocal,0.943,0.196,195693,0.0853,0.00825,0.0547,-15.377,0.0414,82.229,0.0459,0
Giacomo Puccini,"Gianni Schicchi : ""O mio babbino caro""",0.981,0.215,175427,0.178,0.475,0.602,-19.142,0.0435,77.089,0.0777,0
Giacomo Puccini,"Madama Butterfly (1987 - Remaster), Act II: Un bel di vedremo",0.99,0.165,283160,0.0741,0.0875,0.0818,-18.951,0.0446,75.814,0.066,0
Giacomo Puccini,Puccini: Turandot: Fermo! Che fai? T'arresta! - Act One,0.986,0.418,373507,0.498,0.00843,0.234,-9.606,0.0875,123.658,0.32,0
Giacomo Puccini,"Puccini: La rondine, Act 1: ""No… Adesso non burlatemi"" (Magda, Périchaud, Crébillon, Gobin, Rambaldo, Prunier, Yvette)",0.98,0.227,133000,0.0245,0.000284,0.102,-31.141,0.0517,82.332,0.292,0
Giacomo Puccini,Nessum dorma,0.925,0.198,186573,0.286,3.56E-05,0.0692,-11.579,0.0369,86.512,0.0707,0
Giacomo Puccini,"Wagner: Turandot, SC 91: Act I: Signore, ascolta!",0.99,0.281,179973,0.421,0.00811,0.686,-16.089,0.18,59.987,0.175,0
Giacomo Puccini,"Tosca, S.69 / Act 1: ""Tre sbirri, una carrozza""",0.941,0.156,263600,0.304,0.262,0.137,-16.487,0.0496,72.518,0.177,0
Giacomo Puccini,"Turandot, Atto III: Nessun Dorma",0.911,0.125,238800,0.279,0.336,0.732,-17.89,0.0894,83.387,0.159,0
Gil Scott-Heron,The Revolution Will Not Be Televised,0.51,0.56,187347,0.767,0,0.103,-9.825,0.191,180.637,0.961,0
Ginuwine,Differences,0.318,0.562,265533,0.594,0,0.311,-4.578,0.0558,62.876,0.423,1
Ginuwine,In Those Jeans,0.508,0.691,243307,0.541,0,0.0753,-5.873,0.0776,127.683,0.319,1
Gioachino Rossini,"Il Barbiere di Siviglia, Act I: La ran le lerea ... Largo al factotum (Figaro)",0.977,0.421,260347,0.277,0.0224,0.107,-15.479,0.0836,68.661,0.475,0
Gioachino Rossini,"La Cenerentola / Act 1: ""Conciossiacosacché"" - ""Intendente? Direttor?""",0.979,0.522,135133,0.28,0.0415,0.238,-19.383,0.0778,70.659,0.342,0
Gioachino Rossini,"The Barber of Seville, Act I Scene 2: Fredda ed immobile (Rossina, Count, Barolo, Figaro, Basilio, Berta)",0.987,0.345,200440,0.122,8.44E-05,0.236,-23.778,0.0771,77.756,0.128,0
Gipsy Kings,Duende,0.863,0.427,258227,0.453,0.891,0.108,-14.797,0.0409,85.807,0.196,0
Giuseppe Verdi,"Il Trovatore / Act 2: ""Stride la vampa!...Mesta è la tua canzon!""",0.982,0.385,315040,0.134,0.00306,0.101,-20.614,0.0616,115.215,0.0398,0
Giuseppe Verdi,"Falstaff, Act III, Scene Two: Un coro e terminiam la scena....Tutto nel mondo è burla (Falstaff/Ford/Tutti)",0.939,0.519,195627,0.32,0.106,0.217,-15.89,0.0515,65.528,0.391,0
Giuseppe Verdi,Caro nome,0.987,0.376,383573,0.0434,0.00481,0.0785,-18.839,0.0543,76.326,0.067,0
Giuseppe Verdi,"Falstaff, Act III Pt. 1: Reverenza. La bella Alice (Live)",0.97,0.401,173067,0.134,5.65E-06,0.383,-23.613,0.177,90.529,0.12,0
Giuseppe Verdi,"Il Trovatore / Act 4: ""Mira di acerbe lagrime""",0.964,0.407,217800,0.28,3.84E-06,0.324,-16.225,0.119,77.757,0.108,0
Giuseppe Verdi,"Il Trovatore (1997 - Remaster), Act I Scene Two: Il Trovator! lo fremo!...Deserto sulla terra (Conte/Manrico)",0.982,0.316,104733,0.039,0.00181,0.106,-27.51,0.0356,88.673,0.218,0
Giuseppe Verdi,"Otello / Act 1: ""Fuoco di gioia!""",0.967,0.366,168040,0.198,0.00161,0.505,-23.397,0.0602,121.189,0.269,0
Giuseppe Verdi,"Rigoletto / Act 1: ""Soccorso, padre mio!""",0.97,0.293,87427,0.241,0.26,0.107,-18.249,0.0552,155.859,0.045,0
Giuseppe Verdi,Requiem: IX. Confutatis,0.946,0.288,327120,0.0626,0.0014,0.12,-25.345,0.0524,80.626,0.0971,0
Giuseppe Verdi,"Verdi : La Traviata : Act 1 ""Si ridesta in ciel l'aurora"" [Violetta, Alfredo, Gastone, Barone, Marchese, Flora]",0.902,0.402,111600,0.433,0.0187,0.102,-10.504,0.0434,80.045,0.324,0
Giuseppe Verdi,Rigoletto: Act III: La donna e mobile,0.973,0.369,131000,0.0313,0.000118,0.658,-30.296,0.0437,134.604,0.262,0
